NRBTS_Name,LNBTS_Name,DN,ALARM_TIME,CANCEL_TIME,ALARM_NUMBER,TEXT,SUPPLEMENTARY_INFO
BAR.Villa Santos,BAR.Santa Monica,PLMN-PLMN/MRBTS-786661/LNBTS-786661,2024-02-07 04:27:00,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
BOG.Granahorrar-1,BOG.Granahorrar-1,PLMN-PLMN/MRBTS-300/LNBTS-300/LNADJGNB-0,2024-02-13 17:58:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Palermo-2,BOG.Palermo-2,PLMN-PLMN/MRBTS-1230/LNBTS-1230,2024-02-13 13:57:23,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BAR.Villa Santos,BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Buenavista-2 (P3),BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Santa Monica,BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Buenavista-3,BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Riomar-2 H3,BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Buenavista-2 (P1),BAR.Buenavista-2 (P3),PLMN-PLMN/MRBTS-786691/LNBTS-786691,2024-02-12 13:01:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.11 de Noviembre,BOG.11 de Noviembre,PLMN-PLMN/MRBTS-343/LNBTS-343,2024-02-14 00:01:52,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Outlets Americas,BOG.Outlets Americas,PLMN-PLMN/MRBTS-899/LNBTS-899/LNADJGNB-0,2024-02-12 14:08:20,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.IND Fundacion Santafe-2,BOG.IND Fundacion Santafe-2,PLMN-PLMN/MRBTS-1670/LNBTS-1670/LNADJGNB-0,2024-02-07 11:48:31,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Paloquemao-3,BOG.Paloquemao-3,PLMN-PLMN/MRBTS-903/LNBTS-903/LNADJGNB-0,2024-02-12 09:03:13,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Paloquemao-3,BOG.Paloquemao-3,PLMN-PLMN/MRBTS-903/LNBTS-903/LNMME-8,2024-02-14 04:53:37,,7107,BASE STATION CONNECTIVITY PROBLEM,S1 interface setup failure
BAR.Palmas del Rio,BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042,2024-02-07 12:02:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Palmas del Rio,BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042/LNADJGNB-0,2024-02-09 17:06:59,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P1),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042,2024-02-07 12:02:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Parque Padilla (P1),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042/LNADJGNB-0,2024-02-09 17:06:59,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Buenavista-2 (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042,2024-02-07 12:02:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Buenavista-2 (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042/LNADJGNB-0,2024-02-09 17:06:59,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Hilton Garden (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042,2024-02-07 12:02:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Hilton Garden (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042/LNADJGNB-0,2024-02-09 17:06:59,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042,2024-02-07 12:02:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BAR.Parque Padilla (P2),BAR.Palmas del Rio,PLMN-PLMN/MRBTS-789042/LNBTS-789042/LNADJGNB-0,2024-02-09 17:06:59,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Aranda,BOG.Aranda,PLMN-PLMN/MRBTS-586/LNBTS-586/LNADJGNB-0,2024-02-10 14:44:50,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Exito 134,BOG.Exito 134,PLMN-PLMN/MRBTS-455/LNBTS-455/LNADJGNB-0,2024-02-12 18:39:35,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.El Lago-2,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Nogal,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Zona Rosa,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Atlantis,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Antiguo Country,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Andino-1,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.El Lago-1,BOG.El Lago-2,PLMN-PLMN/MRBTS-269/LNBTS-269,2024-02-13 23:50:05,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.El Castillo,BOG.El Castillo,PLMN-PLMN/MRBTS-371/LNBTS-371,2024-02-13 15:23:10,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
CAR.CAC Bocagrande,CAR.CAC Bocagrande,PLMN-PLMN/MRBTS-789607/LNBTS-789607/LNADJGNB-0,2024-02-13 18:04:47,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAR.Getsemani,CAR.Getsemani,PLMN-PLMN/MRBTS-789380/LNBTS-789380/LNADJGNB-0,2024-02-09 17:20:13,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Paraiso,BAR.Paraiso,PLMN-PLMN/MRBTS-789350/LNBTS-789350/LNADJGNB-0,2024-02-07 14:22:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Granada,BOG.Granada-2:H2,PLMN-PLMN/MRBTS-3266/LNBTS-3266,2024-02-10 17:02:23,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Rb Colegio SantoDomingo:P2,BOG.Granada-2:H2,PLMN-PLMN/MRBTS-3266/LNBTS-3266,2024-02-10 17:02:23,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Granada-2:H2,BOG.Granada-2:H2,PLMN-PLMN/MRBTS-3266/LNBTS-3266,2024-02-10 17:02:23,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Bonanza,BOG.Bonanza,PLMN-PLMN/MRBTS-620/LNBTS-620/LNADJGNB-0,2024-02-09 08:04:00,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Corferias-5,BOG.Corferias-5,PLMN-PLMN/MRBTS-3261/LNBTS-3261/LNADJGNB-0,2024-02-08 13:28:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Cabrera-3,BOG.Refugio,PLMN-PLMN/MRBTS-489/LNBTS-489,2024-02-10 11:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.Cabrera-1,BOG.Refugio,PLMN-PLMN/MRBTS-489/LNBTS-489,2024-02-10 11:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.Rb Paseo Bolivar,BOG.Refugio,PLMN-PLMN/MRBTS-489/LNBTS-489,2024-02-10 11:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.Retiro-3,BOG.Refugio,PLMN-PLMN/MRBTS-489/LNBTS-489,2024-02-10 11:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.Refugio,BOG.Refugio,PLMN-PLMN/MRBTS-489/LNBTS-489,2024-02-10 11:18:17,,7107,BASE STATION CONNECTIVITY PROBLEM,Latency of the link for inter-site CA permanently exceeds threshold
BOG.Retiro-3,BOG.Retiro-3,PLMN-PLMN/MRBTS-3156/LNBTS-3156,2024-02-13 14:46:17,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Retiro-2,BOG.Retiro-3,PLMN-PLMN/MRBTS-3156/LNBTS-3156,2024-02-13 14:46:17,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Rosales-3,BOG.Retiro-3,PLMN-PLMN/MRBTS-3156/LNBTS-3156,2024-02-13 14:46:17,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Retiro-1,BOG.Retiro-3,PLMN-PLMN/MRBTS-3156/LNBTS-3156,2024-02-13 14:46:17,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.Rb Calle 86-2:H3,BOG.Retiro-3,PLMN-PLMN/MRBTS-3156/LNBTS-3156,2024-02-13 14:46:17,,7657,BASE STATION CONNECTIVITY DEGRADED,Setup of X2 connectivity to gNB failed
BOG.San Rafael Industrial,BOG.San Rafael Industrial,PLMN-PLMN/MRBTS-2470/LNBTS-2470/LNADJGNB-0,2024-02-12 13:14:00,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Juanambu,CAL.Juanambu,PLMN-PLMN/MRBTS-613326/LNBTS-613326/LNADJGNB-0,2024-02-07 20:43:10,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Quinta Camacho-2,BOG.Quinta Camacho-2,PLMN-PLMN/MRBTS-7094/LNBTS-7094/LNADJGNB-0,2024-02-13 17:51:14,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Alamos Norte,BOG.Alamos Norte,PLMN-PLMN/MRBTS-1222/LNBTS-1222/LNADJGNB-0,2024-02-10 14:50:12,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Coca Cola,BOG.Coca Cola,PLMN-PLMN/MRBTS-450/LNBTS-450,2024-02-07 16:23:04,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
BOG.Javeriana,BOG.Javeriana,PLMN-PLMN/MRBTS-463/LNBTS-463/LNADJGNB-0,2024-02-10 00:29:15,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Santa Barbara-1,BOG.Santa Barbara-1,PLMN-PLMN/MRBTS-503/LNBTS-503/LNADJGNB-0,2024-02-08 15:04:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Campestre-2,CAL.Campestre-2,PLMN-PLMN/MRBTS-612586/LNBTS-612586/LNADJGNB-0,2024-02-13 19:08:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Granahorrar-1,BOG.Granahorrar-1,PLMN-PLMN/MRBTS-7668/LNBTS-7668/LNADJGNB-0,2024-02-13 17:58:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Pontevedra-2,BOG.Pontevedra-2,PLMN-PLMN/MRBTS-3273/LNBTS-3273/LNADJGNB-0,2024-02-07 08:11:33,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Minuto,BOG.Minuto,PLMN-PLMN/MRBTS-868/LNBTS-868/LNADJGNB-0,2024-02-13 15:49:39,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Cedros-2,BOG.Cedros-2,PLMN-PLMN/MRBTS-683/LNBTS-683/LNADJGNB-0,2024-02-09 11:12:09,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Niza,BOG.Niza,PLMN-PLMN/MRBTS-548/LNBTS-548/LNADJGNB-0,2024-02-12 09:44:38,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.San Antonio,CAL.San Antonio,PLMN-PLMN/MRBTS-613641/LNBTS-613641,2024-02-09 16:28:03,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
CAL.San Antonio,CAL.San Antonio,PLMN-PLMN/MRBTS-613641/LNBTS-613641,2024-02-12 14:43:34,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
CAL.Ingenio,CAL.Ingenio,PLMN-PLMN/MRBTS-612557/LNBTS-612557/LNADJGNB-0,2024-02-12 17:29:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.RB Campestre,BAR.RB Campestre,PLMN-PLMN/MRBTS-787779/LNBTS-787779/LNADJGNB-0,2024-02-14 04:03:12,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Capuchina-1,BOG.Capuchina-1,PLMN-PLMN/MRBTS-4323/LNBTS-4323/LNADJGNB-0,2024-02-10 11:16:27,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.La 66,CAL.La 66,PLMN-PLMN/MRBTS-611886/LNBTS-611886/LNADJGNB-0,2024-02-12 09:28:49,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Plaza Americas-2,BOG.Plaza Americas-2,PLMN-PLMN/MRBTS-9641/LNBTS-9641/LNADJGNB-0,2024-02-11 15:47:55,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Temp Mintic,BOG.Temp Mintic,PLMN-PLMN/MRBTS-15798/LNBTS-15798/LNADJGNB-0,2024-02-07 18:39:14,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
mmWave,BOG.Temp Mintic,PLMN-PLMN/MRBTS-15798/LNBTS-15798/LNADJGNB-0,2024-02-07 18:39:14,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Centro Narino:H1,BOG.Temp Mintic,PLMN-PLMN/MRBTS-15798/LNBTS-15798/LNADJGNB-0,2024-02-07 18:39:14,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Granahorrar-1,BOG.Granahorrar-1,PLMN-PLMN/MRBTS-6051/LNBTS-6051/LNADJGNB-0,2024-02-13 17:58:51,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Gorgonzola,BOG.Gorgonzola,PLMN-PLMN/MRBTS-3389/LNBTS-3389/LNADJGNB-0,2024-02-12 08:06:57,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Aristi,CAL.Aristi,PLMN-PLMN/MRBTS-612365/LNBTS-612365/LNADJGNB-0,2024-02-12 10:14:02,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Cosmo,CAL.Cosmo,PLMN-PLMN/MRBTS-611851/LNBTS-611851/LNADJGNB-0,2024-02-12 12:41:21,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Gobernacion,BOG.Gobernacion,PLMN-PLMN/MRBTS-1225/LNBTS-1225/LNADJGNB-0,2024-02-12 15:51:14,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Benjamin Herrera,BOG.Benjamin Herrera,PLMN-PLMN/MRBTS-354/LNBTS-354/LNADJGNB-0,2024-02-13 23:52:04,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Granada-2,CAL.Granada-2,PLMN-PLMN/MRBTS-613599/LNBTS-613599/LNADJGNB-0,2024-02-07 16:18:07,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Andino-3,BOG.Andino-3,PLMN-PLMN/MRBTS-8752/LNBTS-8752/LNADJGNB-0,2024-02-07 13:13:54,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Ciudad Jardin,BAR.Ciudad Jardin,PLMN-PLMN/MRBTS-789553/LNBTS-789553,2024-02-07 09:21:12,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
BAR.Ciudad Jardin,BAR.Ciudad Jardin,PLMN-PLMN/MRBTS-789553/LNBTS-789553,2024-02-10 11:15:05,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
BOG.San Patricio-1,BOG.San Patricio-1,PLMN-PLMN/MRBTS-8140/LNBTS-8140/LNADJGNB-0,2024-02-12 20:37:57,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Terminal-2,BOG.Terminal-2,PLMN-PLMN/MRBTS-7674/LNBTS-7674/LNADJGNB-0,2024-02-12 07:24:56,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Parque 93-2,BOG.Parque 93-2,PLMN-PLMN/MRBTS-9444/LNBTS-9444/LNADJGNB-0,2024-02-09 13:08:30,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Calle 17,BOG.Calle 17,PLMN-PLMN/MRBTS-9186/LNBTS-9186/LNADJGNB-0,2024-02-12 12:34:27,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Usaquen-2,BOG.Usaquen-2,PLMN-PLMN/MRBTS-4998/LNBTS-4998/LNADJGNB-0,2024-02-10 11:16:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.La Esmeralda,BOG.La Esmeralda,PLMN-PLMN/MRBTS-3371/LNBTS-3371/LNADJGNB-0,2024-02-08 02:27:34,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Bolivariano,BOG.Bolivariano,PLMN-PLMN/MRBTS-2915/LNBTS-2915,2024-02-08 16:56:06,,7107,BASE STATION CONNECTIVITY PROBLEM,Inter-Site CA link establishment failure
BOG.Centro Narino,BOG.Centro Narino,PLMN-PLMN/MRBTS-1194/LNBTS-1194/LNADJGNB-0,2024-02-13 17:43:09,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Piloto,CAL.Piloto,PLMN-PLMN/MRBTS-611939/LNBTS-611939,2024-02-07 08:21:29,,7405,EXTERNAL AL 5.,Alta Temperatura Power
BOG.Royal-1,BOG.Royal-1,PLMN-PLMN/MRBTS-493/LNBTS-493/LNADJGNB-0,2024-02-13 11:48:07,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Feria,BOG.Feria,PLMN-PLMN/MRBTS-758/LNBTS-758/LNADJGNB-0,2024-02-14 00:23:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Corferias-5,BOG.Feria,PLMN-PLMN/MRBTS-758/LNBTS-758/LNADJGNB-0,2024-02-14 00:23:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
MED.Carrefour Vegas,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Carrefour Vegas,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.Estacion Ayura,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Estacion Ayura,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.Envigado San Marcos,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.Envigado San Marcos,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.CC Capricentro,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.CC Capricentro,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
MED.La Casona,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:48,,7654,CELL OPERATION DEGRADED,VSWR major alarm
MED.La Casona,MED.Estacion Ayura,PLMN-PLMN/MRBTS-524620/LNBTS-524620/LNCEL-151,2024-02-13 22:34:58,,7655,CELL NOTIFICATION,Transmission path failure
CAL.Calle 13,CAL.Calle 13,PLMN-PLMN/MRBTS-611810/LNBTS-611810/LNADJGNB-0,2024-02-11 13:05:32,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Calle 90,BOG.Calle 90,PLMN-PLMN/MRBTS-260/LNBTS-260,2024-02-13 01:08:45,,7411,EXTERNAL AL 11.,LTE FALLA DE OVP-RF1RF2-RF3_UPPER_2600MHz
BOG.Barraquer,BOG.Barraquer,PLMN-PLMN/MRBTS-3252/LNBTS-3252/LNADJGNB-0,2024-02-12 01:00:43,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Santa Monica,BAR.Santa Monica,PLMN-PLMN/MRBTS-789658/LNBTS-789658,2024-02-07 04:26:59,,7112,BASE STATION CONFIGURATION PROBLEM,Inter eNB CA parameter(s) inconsistency in between eNBs
CAL.Club Campestre,CAL.Club Campestre,PLMN-PLMN/MRBTS-611844/LNBTS-611844/LNADJGNB-0,2024-02-13 13:29:48,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.Sauzalito:H1,BOG.Sauzalito:H1,PLMN-PLMN/MRBTS-1213/LNBTS-1213/LNADJGNB-0,2024-02-13 15:34:21,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
CAL.Horizonte,CAL.Horizonte,PLMN-PLMN/MRBTS-613629/LNBTS-613629/LNADJGNB-0,2024-02-08 11:58:33,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BOG.San Ignacio,BOG.San Ignacio,PLMN-PLMN/MRBTS-970/LNBTS-970/LNADJGNB-0,2024-02-13 22:44:46,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
,BOG.Carrera 5,PLMN-PLMN/MRBTS-424/LNBTS-424/LNADJGNB-0,2024-02-13 21:59:21,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Buenavista-3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Parque Padilla (P2),BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Patinodromo,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Altos de Riomar-2 (P1),BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Springfield:H3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
BAR.Riomar-2 H3,BAR.Parque Padilla (P1),PLMN-PLMN/MRBTS-787482/LNBTS-787482/LNADJGNB-0,2024-02-09 17:10:42,,7107,BASE STATION CONNECTIVITY PROBLEM,Setup of X2 connectivity to gNB failed
