Date,Site,NR_5152a,cluster
2024-02-20 15:00:00,BOG.Santo Tomas,50.0,BOG
2024-02-20 15:00:00,BOG.Colsubsidio 63,0.0,BOG
2024-02-20 15:00:00,BOG.Plaza Claro-1,41.25,BOG
2024-02-20 15:00:00,BOG.El Greco,91.34722222222224,BOG
2024-02-20 15:00:00,BOG.Salitre Plaza,0.0,BOG
2024-02-20 15:00:00,BOG.San Andresito-2,78.3531898539585,BOG
2024-02-20 15:00:00,BOG.Arqueologico,0.0,BOG
2024-02-20 15:00:00,BOG.Barrancas,91.25,BOG
2024-02-20 15:00:00,BOG.Royal-3,0.0,BOG
2024-02-20 15:00:00,BOG.Calle 122,97.85185185185183,BOG
2024-02-20 15:00:00,BOG.Subazar-2,64.39814814814815,BOG
2024-02-20 15:00:00,BOG.Parque Simon Bolivar,92.65972222222224,BOG
2024-02-20 15:00:00,BOG.Bosque Popular,25.0,BOG
2024-02-20 15:00:00,BOG.Santa Bibiana-2,89.55041038833762,BOG
2024-02-20 15:00:00,BOG.IND Fundacion Santafe-4,0.0,BOG
2024-02-20 15:00:00,BOG.Quinta Camacho-2,85.5294825511432,BOG
2024-02-20 15:00:00,BOG.El Rubi,95.07042253521126,BOG
2024-02-20 15:00:00,BOG.Parkway:H2,68.96551724137932,BOG
2024-02-20 16:00:00,BOG.El Rubi,79.88888888888889,BOG
2024-02-20 16:00:00,BOG.Teleport,98.88888888888889,BOG
